Kode,Navn,Enhet,Kommentar,bauhaus,byggern,byggmakker,byggmax,byggtorget,elektroimportoren,fargerike,flisekompaniet,gausdal_landhandleri,industrivarer,jemogfix,jernia,maxbo,megaflis,monter,obs_bygg,staypro,torn,verktoy,xl_bygg
52888303,Ultimate pensel lang vinkel ute 100mm jordan,stk,,,398,350,,367.8,,379,,339,,,359,369,359,349,349,,,,359
53324698,Surform metall støt 150mm Tactix,pakke,,,125,,,,,,,,,,,,,,,,,,
55511426,Brytebladskniv sfrp 18watt Hultafors,stk,,,115,,,,,,,,,,,119,,127,,59,,95,138.85
55511472,Reserveblad bryteblkniv sba18-4x3 Hultafors,pakke,,109,115,,,,,,,81,,,,179,,108,,179,,,
56259204,Pensel skrå presisjon 25mm Ultimate jordan,pakke,,,169,129,,140.9,,179,,139,,,159,149,139,129,129,,,,141.76
56259238,Pensel skrå presisjon 35mm Ultimate jordan,pakke,,,198,169,,169,,199,,169,,,179,169,159,159,149,,,,169
56259420,Pensel skrå presisjon 50mm Ultimate jordan,pakke,,,249,179,,199,,219,,209,,,219,199,189,179,179,,,,199
56259435,Pensel oval 35mm skrå presisjon Ultimate jordan,pakke,,,259,159,,192.04,,219,,209,,,199,179,179,159,189,,,,184.56
56282516,Gradvinkel mrs Hultafors,pakke,,269,298,259,,324.4,,,,259,233,,,269,,241,,358,,358,324.4
56814902,Malerull 10cm vegg og tak Ultimate jordan,pakke,,,69,66,,66.3,,79,,62,,,79.5,74.9,69,69.9,65.9,,,,66.3
21441613,Stikksagblad t144d 74mm tre/grov 3stk Bosch,stk,,,79,,,77.44,,,,,,,,,79,93.6,,,,59,72.53
21443031,Bajonett heavy/w-m s1411df 2xbim300 Bosch,stk,,,269,259,,236.04,,,,,,,,,,334,,177,,172,235.7
21443262,Bajonett flex/m s1122bf rustfri bim225x1 Bosch,stk,,,189,189,,,,,,,,,,,169,,,,,124,191.34
21443288,Bajonett flex/w-m s1222vf bim 300x1 rustfri Bosch,stk,,,229,,,,,,,,,,,,,289.5,,149,,156,201.93
21453139,Metallbor hss-r ø8x75x117mm Bosch,pakke,,,,,,,,,,,,,,,,,,,,,41.8
21456454,Hammerbor sds p-5 10x210mm Bosch,stk,,,109,119,,,,,,,,,,,109,162,,61,,61,115.84
22755615,Bajonett progress/w s 2345 x 2xhcs2 Bosch,stk,,,159,159,,,,,,,,,,,129,244.5,,,,104,143.4
22758825,Planslip a r:wt 93x185k60 bl8h 10stk Bosch,pakke,,,129,,,,,,,,,,,,,,,113,,,114.59
22758841,Planslip a r:wt 93x185k120 bl8h 10stk Bosch,pakke,,,129,,,,,,,,,,,,,,,99,,,129.15
22763494,"Trespiralbor sw8,5 10x160x235mm Bosch",stk,,,198,,,188.49,,,,,,,249,,129,244,,249,,136,188.49
22763536,Trespiralbor sw11 14x160x235mm Bosch,stk,,,269,269,,251.9,,,,,,,289,,159,356,,233,,186,251.9
22857155,"Jernbindertråd 1,50mm 200gram Jowema",stk,,,12.9,,,26,,,,,,,,,,,,,,,25.45
24564130,Sirkelsagblad ø216x30mm 48t 5gram tre Bosch,stk,,,839,599,,718.7,,,,,642,,,,729,623,399,425,,749,718.7
24704207,Bits-003 ph2 maxgrip 25mm 3stk Bosch,stk,,,119,94.9,,107,,,,,,,,,73,86.45,,,,,90.35
25396524,Sagbord til kapp-/gjærsag de7023 alle DeWalt kapp-/gjærsager,stk,,2189,2690,2290,,2951.86,,,,,2499,,,2790,2435,2255,2189,2070,,2685,3818.27
26008300,DeWalt sagblad 216x30x48t dt4320,stk,,699,1090,739,,,,,,,499,,,749,,872,699,693,,,1247.95
41441130,Sagblad aiz32epc l:50mm wood hcs Bosch,stk,,,279,159,,190.2,,,,,,,,,189,269,,138,,133,190.2
41441205,Sagblad aiz32apb l:50mm woodmetal Bosch,stk,,249,349,199,,245.93,,,,,,,,,249,359,,179,,179,245.93
42317520,Stikksagblad t308bo tre fin 3stk Bosch,stk,,,,,,,,,,,,,,,,,,,,,
43858526,Flisbor expert 5x70mm Bosch,stk,,,98,,,98.64,,,,,,,,,70,126,,52,,65,101.5
43858572,Flisbor expert 8x80mm Bosch,stk,,,145,,,139.04,,,,,,,,,89,182,,56,43.5,95,142.99
43858583,Flisbor expert 10x90mm Bosch,stk,,,,,,141.18,,,,,,,,,99,187,,74,,93,141.18
43881297,Bitsett 32 deler promoline Bosch,stk,,159,269,189,,213,,,,,,,229,,239,307,,,,160,235.62
44011845,Bosch bajonettsag gsa 18v-li solo L-BOXX,stk,,,3497.5,3497.5,,3325.45,,,,,2899,,,2990,,4047.5,,2956,,3999,3390.64
45400486,Slipeplate avz93g delta 93mm gop/pm Bosch,stk,,,219,199,,176.05,,,,,161,,209,,179,191,,126,,135,176.05
48961201,Byggtørker 40/1500/3000w nor-varm HP Schou,stk,,,789,,,1508.2,,,,,,,,,,,,,,,1346.63
50983520,Kapp-/gjærsag 216mm dws774 uttrekk og håndtak DeWalt,stk,,,3498,3990,,,,,,,,,,4190,,3790,,3990,,,5290
51052585,Bitsholder magnetisk 55mm Bosch,stk,,,109,99.9,,81.25,,,,,,,,,,,,,,62,81.25
51166197,Bosch multikutter gop 18v-28 solo L-BOXX,stk,,,3790,3490,,3640.98,,,,,2999,,,3190,,3090,,,21,,3410.6
51680580,Hammerbor plus-7x ø5x100/165mm Bosch,stk,,,109,,,109,,,,,,,,,,144,,85,,79,89.9
51680701,Hammerbor plus-7x ø6x150/215mm Bosch,stk,,,159,,,154.74,,,,,,,,,135,190,,82,,,171
53698101,Bitssett bitsholder dt7944s 31stk DeWalt,stk,,,249,,,,,,,,,,,129,,187,129,151,,,253.2
54509518,Mutterhylse c-ring fjæring 8x45mm ESSVE,stk,,,139,109.9,,97.5,,,,,,,,,,,,116,,,98.5
55113713,Bitssett torx 50mmx10 i nøkkelring dt7275-qz DeWalt,stk,,179,179,199,,,,,,,,,,179,,199,179,133,,,286.79
55176845,Slipep delta bfwp 93mm k80 5stk Bosch,stk,,,76,,,77,,,,,,,,,69,,,,,,74.95
55386921,Bordsirkelsag gts 635-216 bord gta 560 Bosch,stk,,7499,7622.5,7622.5,,7502.82,,,,,7623,,,,,7499,,7479,,8999,7622.5
56033664,Bordsag 210mm m sagbord dwe7485rs DeWalt,stk,,7990,8390,8690,,,,,,,7990,,,8390,,7990,,9623,,9299,15263.1
10156958,Heydi kz 1L primer Hey'di,stk,,259,289,269,,291.84,,,,,,,300,299,,364,,,,,291.84
21059340,"Monteringslim lim-o-tett 0,3L BOSTIK",stk,,,89,89,,79.29,,,,,,,,,,,,,,,78.3
21059795,"Trelim 800 polyuretan 0,5L enkompoent vannfast polyuretanlim BOSTIK",stk,,,398,359,,396.15,,389,,,,,,,,,,,,,392.57
21059829,"Sponplatelim 2511 0,3L BOSTIK",stk,,,86,,,,,,,,,,,,,,,,,,54.93
21060660,Bunnfyllingslist 16mm 6m polyetencelleplastlist-bunnfylling BOSTIK,stk,,,109,89,,102.8,,,,,,,,,,,,,,,102.8
21060678,Bunnfyllingslist 20mm xx 6m polyetencelleplastlist-bunnfylling BOSTIK,stk,,,125,99,,114.33,,,,,,,,,,,,,,,114.33
21505656,White spirit Jotun 1L rengjør pensler og annet malerverktøy,stk,,69.9,63,54.9,,57.4,,69,,,,,79.5,,,,,,,118,61.58
21511324,"Trelim 750 vinter 0,75L BOSTIK",stk,,,98,139,,100.53,,119,,,,,,,,,,,,,99
21520465,"Trelim outdoor 730 0,25L BOSTIK",stk,,,119,119,,116.13,,119,,,,,,,,,,,,,116.13
21802988,"Fugemasse silmax 2620 0,3L BOSTIK",pakke,,,155,,,,,,,,,,,,,,,,,,129
22445274,Dekkpapir easy cover 17mx2600mm Tesa,stk,,,289,229,,329,,,,,,,,,,,,,,296,416.73
22445449,Emball.tape støysvak 66mx50mm klar Tesa,pakke,,89.9,89,99,,77.49,,89,,75,,,,99,,92.6,93.9,,,58,75.44
22881650,Heydi proff 5kg flislim Hey'di,stk,,319,189,189,,235.76,,,,,,,,,,244,,,,,216.85
23268725,Byggefolie tape 33mx50mm Tesa,stk,,159,298,219,,247.94,,239,,239,,,,209,159,241,179,155,,156,246.88
23432305,"Monteringslim maxi-bond 0,3L hvit BOSTIK",stk,,,185,169,,161.63,,199,,,,,,,,,,,,,161.63
24372518,"Silikon build%26sanitary grå 0,3L BOSTIK",stk,,,155,,,,,,,,,,,,,,,,,,149
24372526,"Silikon build%26sanitary lys grå 0,3L BOSTIK",stk,,,155,139,,140,,149,,,,,,,,,,,,,131
24372575,"Silikon build%26sanitary beige 0,3L BOSTIK",stk,,,,149,,121.8,,149,,,,,,,,,,,,,115.2
25002296,Heydi multifug grå 5kg fugemasse Hey'di,stk,,249,349,299,,273.28,,,,,,,,289,,255,,,,,273.28
25002304,Heydi Premium xtra koks 5kg fugemasse hey'di,stk,,359,349,299,,273.28,,,,,,,,289,,255,,,,,273.28
26070730,Jotun lettsparkel grove underlag 3L,stk,,,209,199,,209,,229,,,,,,239,,,209,,,,210.18
27297076,Jotun mur akryl a-base 9L,stk,,,,,,,,,,,,,,,,1223,,,,,
27746536,Heydi fasadeprimer 1kg primer Hey'di,stk,,,469,269,,209,,,,,,,,,,,,,,,219
29769395,"LADY Vegg 10 hvit base 2,7L jotun",stk,,,390,419,,372,,,,,,,419,,,,419,,,,430
29769429,"LADY Vegg 10 hvit base 2,7L jotun",stk,,,390,419,,372,,,,,,,419,,,,419,,,,430
29769445,"LADY Vegg 10 hvit base 2,7L jotun",stk,,,390,419,,372,,,,,,,419,,,,419,,,,430
40348252,Rensemiddel våtserviett handy wipes 150stk BOSTIK,stk,,,399,519,,562.93,,,,,,,,,,505,,,,,553.75
40577041,Brannfugemasse fire bond silmax BOSTIK,stk,,,125,129,,104.75,,199,,,,,,,,,,,,,104.75
40834483,"Interiør 10 base hvit 2,7L Gjøco",stk,,,219,259,,262.98,,,,,,,,,,,,,,,219
40834665,"Interiør 10 base hvit 2,7L Gjøco",stk,,,219,259,,262.98,,,,,,,,,,,,,,,219
40836512,"Poxydekk del 2 herder 0,60L Gjøco",stk,,,195,179,,226.31,,,,,,,,,,,,,,,231.8
40836546,"Poxydekk del 1 lys grå 2,10L Gjøco",stk,,,,679,,899,,,,,,,,,,,,,,,904.45
41499930,Sparkel lett repp 1kg heydi Hey'di,stk,,119,98,139,,135.6,,,,,,,,,,172,,,,,
42716815,"Fugemasse akryl quick hvit 0,3L BOSTIK",pakke,,,,39.9,,,,,,,,,,,,,,,,,41.8
42758100,Vegglim wall strong 5L BOSTIK,stk,,,249,229,,,,,,,,,,,,,,,,,270.93
43721186,Malertape precision outdoor blå 25mx25mm Tesa,stk,,,98,69.9,,79.9,,,,,,,,,,128,69,,,99,71.89
43721194,Malertape precision indoor gul 25mx25mm Tesa,stk,,,77.5,,,66.95,,,,,,,,,,105,,,,93,59.9
43721205,Malertape 25mx38mm blå preci outdoo Tesa,stk,,,145,,,119,,,,,,,,129,,,109,,,,112
43729397,"Jotun LADY Pure Color supermatt 0,68L",stk,,,309,319,,241.72,,203.32,,249,,,203.32,309,,315,289,,,,254.45
43729465,"Jotun LADY Pure Color supermatt 0,68L",stk,,,309,319,,241.72,,203.32,,249,,,203.32,309,,315,289,,,,254.45
43739814,Malertape 25mx38mm gul preci indoor Tesa,stk,,,,,,,,,,,,,,,,,99,,,,
43845506,Malertape 25mx25mm gul professional innendørs 2stk Tesa,stk,,109,119,129,,129,,149,,139,,,129,129,109,139,129,,,,119
43852953,OPTIMAL vindu og dør hvit base0.68l jotun,stk,,219,289,299,,298.8,,379,,,,,329,369,,356,329,,38,,299
43852998,OPTIMAL vindu og dør hvit base0.68l jotun,stk,,219,289,299,,298.8,,379,,,,,329,369,,356,329,,38,,299
44458638,"Kvist- og sperregrunning 0,68L Jotun",stk,,199,219,229,,197.77,,229,,199,,,239,239,,219,229,,,,196.54
44458744,"Kvist- og sperregrunning 2,7L Jotun",stk,,539,549,539,,519,,,,,,,599,589,,559,539,,,,539
44517495,"LADY Supreme Finish 15 hvit-base jotun silkematt 2,7L",stk,,,679,789,,769,,,,799,,,849,789,,785,785,,,,699
44517525,"Jotun lady supreme 40 hvit 2,7L halvblank fargen kan blandes",stk,,,679,789,629.5,779,,,,799,,,849,789,,785,785,,,,699
44537844,"Maling LADY Supreme Finish halvblank 40 0,68L jotun",stk,,,290,259,,259,,,,269,,,269,269,,249,249,,188,,268.55
45234681,"Heftgrunning universal 2,7L Jotun",stk,,529,549,549,,589,,599,,589,,,529,,,249,529,,,,549
45447284,"Monteringslim maxi bond x-treme 0,3 BOSTIK",stk,,,,159,,197,,,,,,,,,,,,,,,184.2
45589793,Jotun sparkel gipspl/skiva fin 3L,stk,,229,185,189,,180.68,,199,,,,,199,189,,210,189,,,,180.68
45589823,Jotun sparkel vegg / tak medium 3L,stk,,149,185,179,,176.73,,199,,,,,199,189,,210,189,,,,176.73
45589838,Jotun sparkel vegg / tak medium 10L,stk,,489,398,399,,412.99,,429,,,,,379,399,,359,365,,,,412.99
45594863,"Jotun sparkel vegg / tak medium 0,4L",stk,,129,79,79,,74.9,,99,,,,,,99,,105,95,,,,75.37
45594878,"Jotun sparkel for treverk akryl 0,4L",stk,,129,98,109,,101.94,,109,,,,,119,109,,105,109,,,,101.94
45710344,Heydi sealer 1L impregnering Hey'di,stk,,449,549,339,,403.79,,,,,,,430,389,,446,,,,,389.58
45938620,"Oljegrunning visir klar 2,7L Jotun",stk,,629,629,719,,599,,599,,,,,599,629,,599,599,,,,609
45949680,Drygolin PLUSS Oljemaling 10L Jotun,stk,,890,1339,890,,1099,,1099,,,,,1099,1199,,890,919,,,,1199
45949744,Drygolin PLUSS Oljemaling 10L Jotun,stk,,890,1339,890,,1099,,1099,,,,,1099,1199,,890,919,,,,1199
46916936,Malertape 25mx25mm precision utendørs 2stk Tesa,stk,,119,185,139,,167.5,,,,169,,,169,139,119,119,139,,,161,154.5
47257821,Sparkelremse papir 23m Jotun 1stk,stk,,,79,79,,85.17,,99,,,,,,,,,89,,,,82.35
47257961,Sparkelremse papir 75m Jotun 1stk,stk,,,119,119,,129,,149,,109,,,,,,,129,,,,125.9
47266444,Voks repvoks ncs s0502-y29g Rindalslist,stk,,,389,299,,,,,,,,,,,,278,249,,,,
48126415,Flikkmaling 50ml s0502-y Rindalslist,stk,,,219,,,,,,,,,,,,,,225,,,,
48273256,Vegg og tak hvit/a-base 9L Jotun,stk,,549,709,699,,802,,699,,,,,669,699,,725,669,,,,771.13
48273343,"Jotun LADY Balance 2,7L",stk,,499,569,549,,479,,549,,,,,549,569,,550,549,,,,479
48273362,"Jotun LADY Balance 2,7L",stk,,499,569,549,,479,,549,,,,,549,569,,550,549,,,,479
48273381,"Jotun LADY Balance 2,7L",stk,,499,569,549,,479,,549,,,,,549,569,,550,549,,,,479
48394265,Drygolin PLUSS Oljedekkbeis 10L Jotun,stk,,890,1249,890,,949,,1099,,,,,1099,1199,,1199,919,,500,,1249
48394292,Drygolin PLUSS Oljedekkbeis 3L Jotun,stk,,519,629,619,,566.4,,599,,,,,599,614,,620,619,,,,566.4
48394303,Drygolin PLUSS Oljedekkbeis 10L Jotun,stk,,890,1249,890,,949,,1099,,,,,1099,1199,,1199,919,,500,,1249
49241564,Maleremse 25mx48mm Tesa,stk,,84.9,83,79,,67.3,,99,,63,,,,89,,79.9,79.9,,,,67.3
49566398,"Fugemasse akryl power flex hvit 0,3 BOSTIK",pakke,,,145,,,,,,,,,,,,,,,,,,77.69
49566943,"Fugemasse akryl power flex 0,3L farge bomull BOSTIK",pakke,,,169,99,,109,,,,,,,,,,,,,,,114.08
49572963,"Fugemasse maxi bond seal grey 0,29L BOSTIK",stk,,,259,,,,,,,,,,,,,,,,,,158.53
49573466,"Fugemasse maxi bond seal oak 0,3L BOSTIK",pakke,,,,,,186.15,,,,,,,,,,,,,,,188.44
49573485,"Fugemasse maxi bond seal light grey 0,3L BOSTIK",pakke,,,219,199,,169.09,,,,,,,,,,,,,,,187.88
49574541,"Fugemasse maxi bond seal black 0,3L BOSTIK",stk,,,219,,,173.79,,,,,,,,,,,,,,,158.53
49574575,Fugemasse maxi bond seal brick red BOSTIK,pakke,,,259,199,,179,,,,,,,,,,,,,,,183.57
49574586,"Fugemasse maxi bond seal white 0,3L BOSTIK",pakke,,,189,,,,,,,,,,,,,,,,,,168.76
49606843,Fugeskum allseason hand 750ml BOSTIK,stk,,,289,,,,,,,,,,,,,,,,,,125.73
49890453,"Monteringslim maxi bond xpress 0,3L BOSTIK",stk,,,239,,,,,,,,,,,,,,,,,,288.3
51205166,LADY Perfection hvit base 9L jotun,stk,,899,1090,1049,,1124,,1099,,1190,,,999,1149,,1050,1050,,,,1221.47
51266906,Fugeskum allround hand 500ml BOSTIK,stk,,,,129,,,,,,,,,,,,,,,,,132.61
51427392,Husvask og soppfjerner 1L Jotun,stk,,119,135,129,,129.1,,149,,,,,,139,,129,125,,,,128.45
51473202,"Farveprøve Jotun interiør hvit base 0,45L",stk,,,109,109,84.95,94.4,,99,,,,,89.5,109,,97.25,89,,,,94.4
51573018,Fugeskum all season gun 750ml BOSTIK,stk,,,185,169,,212.68,,,,,,,,,,,,,,,183.01
52116873,"Jotun superheft grunning a-ba 0,68L",stk,,289,298,289,,270.9,,329,,289,,,299,309,,277,295,,,,270.9
53399602,Fugemasse Premium hvit 300ml 990stk bostik,stk,,,145,119,,113.75,,99,,,,,,,,,,,,,113.75
53400544,Brannfugemasse firebond gap seal+ BOSTIK,stk,,,189,169,,162.9,,,,,,,,,,,,,,,162.9
53400756,Brannfugeskum firebond foam seal+ BOSTIK,stk,,,434,,,461.38,,,,,,,,,,,,,,,291.35
54419415,"Jotun fargeprøve eksteriør oksydrød base 0,45L",stk,,,129,119,,95.9,,109,,,,,89.5,119,,121,99,,,,97.54
54419426,"Jotun fargeprøve eksteriør oksydrød base 0,45L",stk,,,129,119,,95.9,,109,,,,,89.5,119,,121,99,,,,97.54
55805453,"Quick benga unilakk gul/orang 0,68L",stk,,309,279,239,,264.35,,339,,,,,339,,,366,279,,,,263.74
55808404,Quick b grunning metallgrå s.matt3l,stk,,799,919,799,,851.3,,879,,,,,799,839,,882,799,,299,,851.3
57128903,Monteringslim h785 BOSTIK high tac,stk,,,279,249,,243.2,,269,,,,,,,,,,,,,243.2
57128918,Monteringslim h910 super grip fast BOSTIK,stk,,,469,419,,413.94,,,,,,,,,,,,,,,413.94
57129062,Lim %26 fuge i ett h750 grå 290ml BOSTIK,stk,,,259,239,,227.59,,249,,,,,,,,,,,,,227.59
57129077,Lim %26 fuge i ett h750 svart 290ml BOSTIK,stk,,,259,239,,227.59,,249,,,,,,,,,,,,,227.59
57129762,Fugemasse h760 offwhite 290ml BOSTIK,stk,,,195,179,,164,,189,,,,,,,,,,,,,164
57130095,Fugemasse silikon s755 grå 300ml BOSTIK,stk,,,179,179,,157.88,,,,,,,,,,,,,,,157.88
21000963,"Hurtigkobling 3/4"" 2916 Gardena",stk,,,,,,,,,,,,,,,,,,,,,
25898743,"Flueduk 0,60m 10m grå polyeten Poly-Produkter",stk,,,229,,,201.7,,,,,,,,249,,,,,,,
42018972,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
51207198,"Flue-/insektnetting nr20 0,60x10m HP Schou",stk,,,629,879,,669,,,,,,,,,,,599,,,,709.65
21883541,Jordan feiebrett langt skaft 3566,stk,,,115,129,,109.5,,139,,109,,,,129,,135,109,,,,108.99
21883558,Jordan støvkost langt skaft 3567,stk,,,135,149,,126.44,,149,,129,,,,149,,149,139,,,,125.94
23178841,Støvkost 50cm gjenger Jordan,pakke,,,419,417,,403.04,,429,,399,,,,419,,405,409,,,,401.05
24021909,Skumspray foam7 500ml Tec7,stk,,,179,159,,155.49,159,,,149,,,,179,,,175,,,,155.49
40459836,Treskaft universal gjenger Jordan,stk,,,149,149,,186.04,,169,,179,,,149,149,149,149,149,,,,168.24
56830162,"Hånddesinfeksjon blåtind 0,5L Wilhelmsen Chemicals",stk,,,98,79,,77.69,,99,,119,,,,89,,102,,,59,,89.58
21786264,Strips 3.2x142mm svart Gelia,stk,,,34,,,10.69,,,,,,,39.5,29.9,,,24.9,37,,,11.9
23065311,Klammer 10-14 hvit f/rund ledning Gelia,stk,,,34,9.9,,8.23,,,,,,,39.5,31.9,,19.9,,27,,,9.28
23065329,Klammer 6x9 hvit f/oval ledning Gelia,stk,,,29,24,,24.95,,,,,,,39.5,31.9,,28.7,31.9,,,,29.9
23065360,Klammer 3x5 hvit f/oval ledning Gelia,stk,,,36,6,,6.04,,,,,,,39.5,29.9,,20.9,,28,,,6.9
23065410,Klammer 5-7 hvit f/rund ledning Gelia,stk,,,39,7,,6.95,,,,,,,39.5,28.9,,31.9,,30,,,7.9
49567015,"Batteri alkaline aa 1,5volt 12stk HP Schou",stk,,,76,,,,,,,,,,,,,,,,,,
56820566,Arbeidslampe led 30watt ip65 6500k Gelia,stk,,,819,,,,,,,,,,,849,,,699,689,,,847.98
11498979,Tallerkenventil 4:ktramme ø100 Flexit,stk,,,198,169,,194.3,199,,,,,,,189,159,187,159,189,100,248,194.3
21396692,Rørviklertape pe 38mmx33m ean Flexit,stk,,129,259,249,,227.69,249,,,209,,,,179,151,276,129,136,,,227.69
21542972,Sjalusirist flat stål 150x150mm Flexit,stk,,,119,119,,88.35,149,,,87,,,159,99,75,132,75.9,80,94,,88.35
21543129,"Kappe flat aluzink 6x6"" Flexit",stk,,,195,139,,139.74,149,,,129,,,,119,100,172,99.9,105,,,139.74
40713778,Lydventil aero 100db Flexit,stk,,,998,959,,932.54,899,,,,,,,1099,799,1065,719,1099,,1356,1041.38
43815478,Rist ps 100 4:kt stuss ø100 hvit Flexit,stk,,,185,169,,167.6,199,,,139,,,,129,93,,82.9,,49,223,167.6
25907791,Hanske montering geit 10 helskinn Granberg,stk,,,149,,,,,,,,100,,,,,,,,,,
30151161,Hanske syntetisk 10 vinterforet Granberg,stk,,,329,269,,,,329,,,224,,,289,,330,,,,,
45482920,Vernedress 4500 størrelse xl hvit,stk,,,89,89,,,,,,,,,,,,,79,,,53,
45563492,Hanske montering 9 nft pustende Granberg,stk,,,76,,,,,,,,,,,79,,75.4,,,,,
45563503,Hanske montering 10 nft pustende Granberg,stk,,,76,,,,,,,,47,,,79,,75.4,,,,,
54476274,Hanske montering sand nitril 9 Granberg,stk,,,38,,,,,,,,,,,39,,36.8,,,,,
23598741,Sokkelben svart plast 4stk EUROKIT,stk,,,259,169,,166.25,,,,,,,,188,,109,,,,,166.25
40987182,Underskap b1000 h704 d565 uten hylle EUROKIT,stk,,,659,,,,,,,,,,,,,,,,,,
56323612,Sokkelfront 2420 malt white klassisk hvit EUROKIT,stk,,,1490,719,,,,,,,,,,,,,,,,,
56323623,Sokkelende 505 malt white klassisk hvit EUROKIT,stk,,,729,409,,,,,,,,,,,,,,,,,
57068177,Hylle underskap 100 white EUROKIT,stk,,,,279,,,,,,,,,,,,,,,,,
S3560100,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
25305863,Hyllevinkel 148 150x200mm hvit Habo,stk,,,36,21.9,,41.3,,29,,16.9,,,,36.9,,,,,,,41.3
25305897,Habo hyllevinkel 148 250x300mm hvit maks belastning 40kg,stk,,,59,34.9,,69.85,,69,,,,,,39.9,,,,35,,,59.02
57067216,Garderobe øko 50 white EUROKIT,stk,,,2890,1749,,,,,,,,,,,,,,,,,1691.15
57067246,Garderobe øko 100 white EUROKIT,stk,,,,3690,,,,,,,,,,,,,,,2209,,3990
S3766200,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
BYFRKR,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
4000010,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
4000050,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
4000110,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
4000120,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05024260_0600,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05034067_0600,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05034075_0600,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05064880_0600VZ,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05065000_0600VZ,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0483,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0515,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0547,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0579,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0601,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0612,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0663,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0729,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0781,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05116130_0820,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05212100_0600,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
5695200,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
05807406_0610,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
6015015,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
6015023,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S0014480,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2100002,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2500005,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
S0101100,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
2100110,,,kode-ikke-funnet,,,,,,,,,,,,,,,,,,,,
44189252,Bærepose 450x500mm+40mm byggernu Tommen Gram,stk,,,2750,,,,,,,,,,,,,,,,,,
26022731,"Kvartstaff 15x15mm 2,4m lakkert eik",meter,,95.42,133.02,124.68,,,,,,,,,,,,141.78,120.51,,,,
26505081,Furu 12x058 dørpakke malt Rindalslist,stk,,,389,,,,,,,,,,,,,498,325,,,,
26505099,Furu 12x070 dørpakke malt Rindalslist,stk,,,419,,,,,,,,,,,,,612,355,,,,
42352134,Feielist 9x30x1000 lakkert eik heltre eikferdig med vannbasert klarlakk1 meter list passer til en dørlisten kan limes eller,stk,,289,98,,,110.56,,,,,,,,,,,345,,,,131.38
44107840,Furu 18x250x2400 laminert utforing malt Opus hvitmalt s0502-y,meter,,249.58,308.16,349.86,333.18,337.71,,,,295.07,,,,389.48,,404.91,412.41,,,,329.01
44200592,Furu 18x145x4400 laminert utforing ncs s0500-n Combiwood Barkevik,meter,,,213.67,217.69,,180.85,,,,177.94,,,,230.18,,215.2,261.05,,,,188.18
45232392,"Glattkant 15x45mm 4,4m hvit malt furu",meter,,67.95,83.76,90.57,76.05,81.03,,,,,,,,101.92,,96.7,89.67,,,,89.23
45232600,Karmlist furu 12x070x4400 glatt Harmoni hvitmalt s0502-y bomull,meter,,54.32,63.33,59.73,54.25,54.37,,,,,,,,67.87,,92.62,58.79,,,,61.06
45232664,"Furu 12x70 karmlist slett malt i heltre kommer hele lengder på 4,4m 12 x 70 4400mm glatt med avrundede kanter hvitmalt ncs0502y",meter,,53.19,72.41,63.33,54.25,,,,,,,,,67.87,,110.09,66.28,,,,61.71
45232736,"Furu 21x045 taklist e-skg 4,4m malt Rindalslist",meter,,,92.84,,,,,,,,,,,,,115.77,74.68,,,,
48259362,Namas trekiler gran 48x150mm pr pakke/bunt 10stk,pakke,,,29,,,,,,,,,,,29,31,,,,,,
